First Name,Last Name,Position,Team,Projected Points
Keaton,Mitchell,RB,Bal,27.4
Kyle,Juszczyk,RB,SF,27
Emari,Demercado,RB,Ari,26.9
Samaje,Perine,RB,Cin,26.5
Kyle,Monangai,RB,Chi,25.5
Devin,Neal,RB,NO,23.1
Alec,Ingold,RB,Mia,22.3
Dare,Ogunbowale,RB,Hou,21.1
Brashard,Smith,RB,KC,19.2
Jacory,Croskey-Merritt,RB,WAS,19.2
Isaiah,Davis,RB,NYJ,18.2
Jordan,James,RB,SF,17.7
Chris,Brooks,RB,GB,15.7
Hunter,Luepke,RB,Dal,12.3
Pierre,Strong Jr.,RB,Cle,11.8
AJ,Dillon,RB,Phi,11.2
Emanuel,Wilson,RB,GB,10.5
Khalil,Herbert,RB,Ind,9.9
Jashaun,Corbin,RB,Atl,9.8
Alexander,Mattison,RB,Mia,9.3
Ja'Marr,Chase,WR,Cin,352.7
Justin,Jefferson,WR,Min,323.5
CeeDee,Lamb,WR,Dal,315.5
Puka,Nacua,WR,LAR,310
Malik,Nabers,WR,NYG,300
Amon-Ra,St. Brown,WR,Det,290.3
Nico,Collins,WR,Hou,278.2
A.J.,Brown,WR,Phi,275.5
Brian,Thomas Jr. ,WR,JAC,270.7
Drake,London,WR,Atl,266.8
Tee,Higgins,WR,Cin,264.8
Tyreek,Hill,WR,Mia,262.9
Ladd,McConkey,WR,LAC,262.4
Davante,Adams,WR,LAR,257
Terry,McLaurin,WR,WAS,246.8
Jaxon,Smith-Njigba,WR,Sea,243
Garrett,Wilson,WR,NYJ,240.6
DK,Metcalf,WR,Pit,240.4
Marvin,Harrison Jr. ,WR,Ari,240
Xavier,Worthy,WR,KC,239.5
DJ,Moore,WR,Chi,238.2
Mike,Evans,WR,TB,237.2
Zay,Flowers,WR,Bal,232.1
Calvin,Ridley,WR,Ten,230.3
Courtland,Sutton,WR,Den,228.1
Jerry,Jeudy,WR,Cle,228
Jaylen,Waddle,WR,Mia,225.8
DeVonta,Smith,WR,Phi,222.9
George,Pickens,WR,Dal,220
Jameson,Williams,WR,Det,218.5
Jakobi,Meyers,WR,LV,218.5
Rome,Odunze,WR,Chi,217.2
Tetairoa,McMillan,WR,Car,213.7
Travis,Hunter,WR,JAC,213.2
Rashee,Rice,WR,KC,207.2
Chris,Olave,WR,NO,206.8
Khalil,Shakir,WR,Buf,206.5
Cooper,Kupp,WR,Sea,204.3
Matthew,Golden,WR,GB,203.9
Jauan,Jennings,WR,SF,203.8
Deebo,Samuel,WR,WAS,201.2
Stefon,Diggs,WR,NE,200.6
Chris,Godwin,WR,TB,192.9
Jordan,Addison,WR,Min,189.7
Ricky,Pearsall,WR,SF,188.3
Rashid,Shaheed,WR,NO,184.6
Michael,Pittman,WR,Ind,182.9
Keon,Coleman,WR,Buf,180.7
Jayden,Reed,WR,GB,178.1
Darnell,Mooney,WR,Atl,170.7
Adam,Thielen,WR,Car,167.9
Tre,Harris,WR,LAC,167.7
Jayden,Higgins,WR,Hou,166.3
Josh,Downs,WR,Ind,163.6
Cedric,Tillman,WR,Cle,163.5
Quentin,Johnston,WR,LAC,158
Marquise,Brown,WR,KC,157.4
Xavier,Legette,WR,Car,155.5
Wan'Dale,Robinson,WR,NYG,152
Marvin,Mims Jr.,WR,Den,149.5
Emeka,Egbuka,WR,TB,147.9
Rashod,Bateman,WR,Bal,133.5
DeMario,Douglas,WR,NE,130.5
Romeo,Doubs,WR,GB,126.8
Jack,Bech,WR,LV,119.7
Tyler,Lockett,WR,Ten,117.5
Luther,Burden III,WR,Chi,116.4
Michael,Wilson,WR,Ari,115.8
Darius,Slayton,WR,NYG,114.7
Kyle,Williams,WR,NE,114.6
Josh,Reynolds,WR,NYJ,111.7
Joshua,Palmer,WR,Buf,111.4
Christian,Kirk,WR,Hou,110.7
Nick,Westbrook-Ikhine,WR,Mia,108.9
Ray-Ray,McCloud III,WR,Atl,108.7
Brandin,Cooks,WR,NO,108.5
Dyami,Brown,WR,JAC,107.5
Tutu,Atwell,WR,LAR,104.8
Brandon,Aiyuk,WR,SF,102.7
Diontae,Johnson,WR,Cle,99.1
Jalen,McMillan,WR,TB,96.3
Pat,Bryant,WR,Den,95.8
Calvin,Austin III,WR,Pit,89.5
DeAndre,Hopkins,WR,Bal,86.4
Adonai,Mitchell,WR,Ind,78.3
Noah,Brown,WR,WAS,76.6
Jalen,Coker,WR,Car,73.8
Allen,Lazard,WR,NYJ,73.2
Alec,Pierce,WR,Ind,72.5
KaVontae,Turpin,WR,Dal,71.5
Andrei,Iosivas,WR,Cin,71.3
Jalen,Tolbert,WR,Dal,69.9
Dont'e,Thornton Jr.,WR,LV,66.7
Jaylin,Noel,WR,Hou,65.3
Tre,Tucker,WR,LV,63
Van,Jefferson,WR,Ten,61.7
Christian,Watson,WR,GB,50.2
Keenan,Allen,WR,FA,0
Amari,Cooper,WR,FA,0
Gabe,Davis,WR,FA,0
Brock,Bowers,TE,LV,261.00
Trey,McBride,TE,Ari,259.30
George,Kittle,TE,SF,225.40
Sam,LaPorta,TE,Det,191.50
T.J.,Hockenson,TE,Min,183.60
Travis,Kelce,TE,KC,176.30
David,Njoku,TE,Cle,173.30
Mark,Andrews,TE,Bal,170.70
Evan,Engram,TE,Den,169.00
Tucker,Kraft,TE,GB,160.40
Dallas,Goedert,TE,Phi,156.80
Colston,Loveland,TE,Chi,155.50
Jake,Ferguson,TE,Dal,149.40
Dalton,Kincaid,TE,Buf,147.10
Hunter,Henry,TE,NE,146.10
Tyler,Warren,TE,Ind,145.60
Chigoziem,Okonkwo,TE,Ten,144.60
Darren,Waller,TE,Mia,144.20
Kyle,Pitts,TE,Atl,142.20
Zach,Ertz,TE,WAS,140.20
Brenton,Strange,TE,JAC,139.80
Cade,Otton,TE,TB,137.70
Mike,Gesicki,TE,Cin,137.00
Jonnu,Smith,TE,Pit,135.10
Pat,Freiermuth,TE,Pit,133.90
Mason,Taylor,TE,NYJ,129.70
Elijah,Arroyo,TE,Sea,127.50
Tyler,Higbee,TE,LAR,124.10
Theo,Johnson,TE,NYG,121.60
Brock,Bowers,TE,LV,105.43
Trey,McBride,TE,Ari,101.81
George,Kittle,TE,SF,98.20
Sam,LaPorta,TE,Det,94.59
T.J.,Hockenson,TE,Min,90.98
Travis,Kelce,TE,KC,87.36
David,Njoku,TE,Cle,83.75
Mark,Andrews,TE,Bal,80.14
Evan,Engram,TE,Den,76.53
Tucker,Kraft,TE,GB,72.92
Dallas,Goedert,TE,Phi,69.30
Colston,Loveland,TE,Chi,65.69
Jake,Ferguson,TE,Dal,62.08
Dalton,Kincaid,TE,Buf,58.47
Hunter,Henry,TE,NE,54.86
Tyler,Warren,TE,Ind,51.24
Darren,Waller,TE,Mia,44.02
Kyle,Pitts,TE,Atl,40.41
Zach,Ertz,TE,WAS,36.79
Brenton,Strange,TE,JAC,33.18
